gene,log2FoldChange
UBE2R2,0.087488722
TRAPPC9,0.087541873
CTNNB1,0.088417469
PIGN,0.088943432
FAM174A,0.089674543
RP4-616B8.5,0.090375017
C10orf82,0.09101814
ATG10,0.091407774
CASQ1,0.091875993
HPX,0.091968552
C8orf58,0.092431961
CTD-2382E5.6,0.092487464
AC113404.1,0.092991509
PON3,0.093242797
LLGL1,0.093663186
RNF123,0.09375391
DNAJC21,0.094114594
RP1-68D18.4,0.094864999
ZNF484,0.095815742
GALNT12,0.095871403
SPATC1,0.096081873
EIF3CL,0.096096058
TSHR,0.096153313
ARPC2,0.096322303
RPL9P25,0.096567748
RP11-206F17.2,0.096607709
DEAF1,0.097008619
LEFTY1,0.097445608
IRAK4,0.09755874
AC092614.2,0.097645362
AGAP10P,0.097738775
PLTP,0.098503015
CYP26C1,0.098806059
TMEM237,0.099268561
R3HCC1L,0.099777332
RP11-44F21.3,0.100786676
PCGF6,0.100806727
NID2,0.101049209
LPCAT2,0.101133925
ZFP1,0.102216601
GPR173,0.10234768
RP11-21L23.3,0.102404661
RP11-440I14.3,0.10327844
TP53TG3D,0.103614954
EFCAB5,0.103772415
SDR42E1,0.104446212
HSPB1P1,0.10455466
POFUT2,0.104623579
RPS15A,0.104941236
RP4-800M22.1,0.105119305
VN1R1,0.105446305
BIVM,0.106663965
TMEM140,0.107351884
KHDC1,0.108158091
ELOVL5,0.108301966
MMP24,0.108596479
EHMT1-IT1,0.108755853
MFN1,0.108893033
ASF1A,0.108898278
AZIN2,0.109276021
PPP1R36,0.109652906
RPL7AP66,0.110136004
RP11-151A6.6,0.110685576
SCYL3,0.112529277
CBWD2,0.112764536
RP11-373D23.3,0.11327041
AL022344.7,0.11377362
CCDC113,0.114050523
SRSF4,0.114955625
LXN,0.115034622
RFPL3S,0.116256538
GJA5,0.1163673
ZNF570,0.116423118
FAM178B,0.116798484
MTA1,0.116830818
RP11-415F23.4,0.116883338
RPA1,0.117285092
RP11-309L24.10,0.119244126
RP11-727A23.1,0.119711804
BCL2L10,0.11995611
RP11-112L6.3,0.120131439
CTD-2006C1.2,0.120467505
AGAP4,0.120689017
LA16c-352F7.1,0.120910669
FAM83F,0.121401939
HPGD,0.121499602
TBP,0.121597553
FABP5P7,0.121943053
PATL2,0.122433994
MDP1,0.122703957
LUC7L,0.122823798
PUS3,0.122939845
RP11-650L12.4,0.123251435
FRMPD2,0.123685409
RP11-388C12.1,0.123781628
DLEC1,0.125005743
TTC21A,0.125721353
SMAD3,0.125999216
NDRG4,0.12730316
TOMM70A,0.127317918
LMO2,0.127405466
RP11-530A18.1,0.127409482
RP11-685N10.1,0.127767451
ATP5O,0.128137127
GRIN3A,0.12821335
LLNLR-268E12.1,0.128253929
RPL7P6,0.130510397
RP11-395N3.1,0.130806988
LINC01277,0.130822444
RP11-307C19.2,0.130959942
FAM160A1,0.131012503
BAALC-AS1,0.131058813
ADAM9,0.131805079
CEP57,0.13188701
VIPR1,0.132104957
ATF7IP2,0.13220838
GNPTAB,0.132489803
PAPLN,0.132711126
RPL23AP65,0.132784456
AP000295.10,0.133165531
C6orf120,0.133401666
RP11-356B19.11,0.133896946
RP11-452L6.5,0.134355516
DNPEP,0.134541297
FAM86B2,0.134958262
DLK1,0.134980001
SOHLH2,0.134999728
SPAG17,0.135362032
CTDP1,0.136243276
TNC,0.136631916
RP11-53B2.6,0.137261094
AGAP11,0.137449307
LRRC20,0.138735431
DHRS4L1,0.138784679
EAF1-AS1,0.139021082
CUEDC2,0.139045312
ANKRD23,0.139103532
C11orf1,0.140303335
TGM4,0.140352035
MOV10L1,0.140442112
WDR41,0.140879969
SPATA5,0.141059281
HEBP1,0.141875575
AP001437.1,0.141971103
TBC1D3D,0.142691129
LMBR1L,0.142869811
SIT1,0.14328655
EHD4,0.143971292
RP11-222K16.2,0.144631818
GPA33,0.145638169
WNT8B,0.146541044
RP11-61N20.3,0.147340951
TBPL1,0.147466344
1-Mar,0.147491084
FAM189A1,0.14774104
ZNF561-AS1,0.148273232
PGRMC2,0.150064958
EYS,0.15026586
HTR7P1,0.150579278
IQCA1,0.150991108
TRMT5,0.15113107
RP4-605O3.4,0.151322043
TCTN3,0.152011264
STARD7-AS1,0.152165818
CCP110,0.15253845
AL022393.9,0.152676894
AC027601.1,0.153540738
GRAMD4,0.153789537
TBX21,0.154228176
RP11-982M15.6,0.154666306
MAPK8,0.154818152
DNAH12,0.155204389
ZNF773,0.155562152
ELMOD1,0.157112524
RP11-1060J15.4,0.157403669
FGFBP1,0.15804862
PPIC,0.158451836
RP11-254A24.2,0.158470403
NOV,0.159238379
KDM4B,0.159381046
TLK2P1,0.159782603
STAM,0.160163096
ZRANB3,0.160565756
ZNF663P,0.161789093
ZNF507,0.162023198
CTB-147N14.6,0.162244862
RPS6KB1,0.162302758
RP11-296E7.1,0.162646508
PRR5,0.163061308
FEM1A,0.16366302
PLAA,0.164798323
ZNF818P,0.165079286
RP5-965G21.3,0.165687512
NOS1AP,0.16624019
CIR1,0.166645362
STAU2,0.16683491
RP11-196G11.1,0.166879954
CTD-2537I9.12,0.167343833
TMEM175,0.167541678
OR13A1,0.167817675
CTD-2547G23.4,0.167956974
RP11-382D12.2,0.167958943
LL21NC02-1C16.1,0.168639605
UNK,0.168938881
RASL10B,0.169206831
SPDYE2,0.169607732
TRPV2,0.169674069
RP11-438B23.2,0.169827683
RP11-74J13.8,0.169874395
TMEM198,0.170596925
GTF3C1,0.171789361
PRC1-AS1,0.172039875
RP13-88F20.1,0.172530579
LINC01348,0.173111069
GKN1,0.173167016
RP11-443C10.1,0.174335207
EML2,0.174720242
POLL,0.175037297
CHST15,0.175510176
HNRNPA1P48,0.175744857
DHX36,0.175870528
PSORS1C3,0.17626313
SYN3,0.178098417
CTD-3116E22.8,0.178112515
PLD2,0.178217942
MYL7,0.178299007
HSPA9P1,0.179052571
TTC30A,0.179162865
TRHDE,0.179507186
RP11-700J17.2,0.180114416
CETN2,0.180297699
ZNF45,0.180936771
ZNF225,0.181282171
HMGN4,0.181862045
C3orf80,0.184623605
SGSM3,0.18529652
ZDHHC13,0.185670868
HSD17B8,0.18638887
RP1-197B17.4,0.187078335
ZBTB24,0.18715487
SIRPA,0.187387439
EXOC3L2,0.188464298
ATG4C,0.188925437
ERAP1,0.189035575
KCTD1,0.189227058
CDK11B,0.190144381
HLA-E,0.190174346
RP11-158H5.8,0.19034304
ERLIN1,0.190790885
RRAGC,0.19124526
CTD-2342J14.6,0.191350295
RP11-262H14.3,0.191368653
UBE3C,0.191617855
SMARCE1P6,0.191704461
LINC01011,0.191764944
HMGN1P38,0.192069475
CYP4F35P,0.192633194
RP11-425M5.7,0.193432498
SYNRG,0.194683102
MEI1,0.194748942
CLEC11A,0.195135101
EIF2S3,0.195294014
YIPF4,0.195504816
LINC01521,0.196256008
ZNF222,0.196301865
DOCK3,0.196621408
ARHGEF7,0.199758962
HS3ST2,0.200490425
NELL2,0.200897468
MSRB1,0.201050655
RP1-28H20.3,0.201156838
ACAP2,0.201413829
AC068522.4,0.201546919
RPS6,0.201922533
YY1,0.202139253
JRK,0.202625467
ADGRA3,0.202744846
RP11-373L24.1,0.202827905
RP5-915N17.11,0.20360401
LEMD3,0.203642022
SOX15,0.204109382
RP11-466A19.1,0.2041568
ZKSCAN1,0.204297357
CH507-254M2.1,0.205058493
VN1R83P,0.205092381
SNX14,0.205385457
RNF25,0.205727636
PDCD6IPP2,0.206091322
SLC35E2B,0.206578339
USP31,0.207145938
FAM182B,0.207421259
LINC01358,0.207668147
PLLP,0.207837846
RP5-857K21.4,0.208269768
TTC32,0.208672296
SHISA4,0.208844656
RP11-83A24.2,0.209166342
SMIM11,0.209393237
ZNF440,0.209485965
SAMD3,0.209504128
TRMT13,0.209874435
RPS4Y1,0.210613748
STMN2,0.211780795
SIGLEC10,0.212210851
TTLL6,0.213013025
MED14,0.214218899
RP1-234P15.4,0.214619793
CLASRP,0.217192727
GGA3,0.217754224
AC004156.3,0.21796105
C1orf220,0.218233117
ITGB7,0.218678049
PNMA3,0.218700423
MEF2BNB-MEF2B,0.220124472
NKPD1,0.22143467
HSPA8,0.221710943
RP4-775C13.1,0.222501384
MSMP,0.222677234
ITIH1,0.222958067
TMEM70,0.222991146
RP11-141O15.1,0.223943791
RP11-512F24.1,0.224448511
RP11-646I6.6,0.225290901
CBY1,0.225510259
RP11-438J1.1,0.226396668
RP11-982M15.8,0.226657848
SCIN,0.226741725
RP11-702H23.2,0.226808849
CREG2,0.226949933
PPP1R26,0.227446138
ART4,0.22793439
DCAKD,0.228332208
C15orf57,0.229014137
RP11-470M17.2,0.229467802
AC027612.6,0.230144961
SMARCAD1,0.230393391
CTAGE5,0.230560957
RP11-525K10.3,0.230563838
ZNF517,0.230878503
NUTM2G,0.231588681
LAPTM4A,0.233047481
RPL13AP3,0.233156296
NFKB2,0.234108909
CARD6,0.234680388
FTCD,0.234733979
DUSP6,0.234835673
RP11-715J22.4,0.234944577
RP11-188D8.1,0.235496507
TMEM132E,0.236009948
RP4-593H12.1,0.236040278
NCKAP5,0.236363073
RP11-661A12.7,0.236848526
MCU,0.236849617
RP11-680G24.4,0.23696333
CTD-2587H24.14,0.237000517
CHI3L2,0.237038756
TENM3,0.237082654
CYP2D7,0.237128643
DNAJC3,0.237419705
EMILIN2,0.237806725
bP-2171C21.6,0.237846068
AC097721.2,0.237850946
TUBB8P1,0.237874013
FBXL13,0.238199455
AD000684.2,0.239661822
PLEKHA7,0.240239907
RTN1,0.240745473
CARM1,0.241747543
CTD-2196E14.6,0.241904913
RP11-428K3.1,0.243044634
SNAI2,0.24334674
RP11-517A5.5,0.243830928
BTBD11,0.243997711
TMEM147-AS1,0.244129693
IGHV2-5,0.244585515
UPK3BL,0.244727901
SLC27A3,0.245129753
TRIM74,0.245247534
RP11-10L12.4,0.245766698
C9orf16,0.245915867
BLVRB,0.24594239
HOTAIRM1,0.246555086
ANXA2R,0.247703091
AQP6,0.248203132
CRHR1,0.248717651
GRID1,0.248926616
DHRS2,0.251006714
SLC2A9,0.251100346
EIF4A1P10,0.2514031
GMPR2,0.251692434
MED16,0.25183175
RTCA-AS1,0.252118184
PHTF2,0.25266215
ENPP7P2,0.253289492
EVX1,0.253731012
SYPL1,0.253953639
CTD-2186M15.3,0.255257363
HSPA13,0.255521355
DUSP18,0.255721511
RP11-1228E12.1,0.256619996
WDR13,0.25673799
RP11-973D8.5,0.256744546
LRRC41,0.257671868
MMAA,0.257832411
LDHB,0.257908503
FUT4,0.258990231
BAIAP2-AS1,0.259673379
AKAP17A,0.260692913
ADAM20,0.26117683
GJB4,0.261798779
POLH,0.261914436
ACE2,0.263998992
MCTP2,0.264073459
DHRS1,0.264611588
FBXW11P1,0.265641994
IFITM3,0.266338054
SCG3,0.266532006
MSANTD2,0.266591063
THYN1,0.267113146
TNFRSF11A,0.267421363
LCP2,0.267655449
ITGAD,0.267662587
E2F6,0.268595795
MB21D2,0.268964303
SIGLEC6,0.269302075
GAL3ST4,0.269643945
TSPAN5,0.269712912
ZNF608,0.271217092
STAG3L5P-PVRIG2P-PILRB,0.271342894
RBMS2P1,0.27151269
LINC00539,0.271708046
SMIM6,0.271804694
TBX3,0.272120899
KRAS,0.272581766
THEM4,0.272987131
B3GALT5,0.273432148
AC142528.1,0.275442943
TUBB2A,0.275672537
DYRK4,0.275941174
VWA3A,0.277206121
BCAN,0.278268689
RP1-78B3.1,0.278522254
NACAP1,0.279333922
IL1R2,0.279629343
RP11-103B5.4,0.281473905
HLA-J,0.281981346
TSSK1A,0.282177753
HAPLN4,0.282188436
ZNF317,0.282270662
PAOX,0.2829707
TBC1D22A,0.283134899
DXO,0.283288296
9-Sep,0.283522081
NTAN1P2,0.283698804
NBPF11,0.283815809
MTPN,0.28521309
GLUD2,0.285298216
ATP8A2,0.2854309
MIR646HG,0.285896852
MBD6,0.28624438
FABP5P3,0.28655544
PSMA1,0.286649468
CAHM,0.286938718
AC007228.9,0.287038859
FOXN1,0.287327832
IGLV2-14,0.287474167
RP11-442G21.2,0.28749418
ASH2L,0.287936571
FAM45A,0.28800537
FAM150A,0.288154275
OR2A1-AS1,0.288211339
ZNF558,0.288304599
SUPT3H,0.288893827
RPL5P23,0.289308834
RP11-480A16.1,0.289422623
SLC35C1,0.290577491
DRICH1,0.291113259
TMEM64,0.291180927
RPA4,0.291517085
LIMA1,0.291633745
RP11-295P9.12,0.292674077
GPR153,0.293524102
RP4-647J21.1,0.293832018
ZNF676,0.294068453
C6orf132,0.294246788
PLEK,0.29454421
RP11-626G11.1,0.295535334
RP11-477H21.2,0.295870298
CTC-338M12.5,0.296149382
CCDC112,0.296242477
RP11-329B9.3,0.29771034
DPY19L2P4,0.297845072
RP11-3P17.5,0.298182632
SLC35G5,0.298370966
RP11-1148L6.5,0.298432286
AC069282.6,0.298450549
TTC9B,0.298543515
INSIG1,0.298597893
RP11-90P13.1,0.298761475
CXXC4,0.298772647
RTFDC1,0.298869725
PCDHA10,0.298917877
LINC00282,0.299209647
RP11-449H3.3,0.299223432
BCYRN1,0.299247056
PRSS45,0.299585833
LRP12,0.300079682
PRSS50,0.300809853
AC022182.3,0.301697163
AE000661.37,0.301773786
RPL29P12,0.301833434
C8orf37,0.302781292
CDK6,0.303313858
MED1,0.303323341
RPL31,0.303531266
LL0XNC01-240C2.1,0.304137896
ZDHHC20P4,0.304234316
RP11-342K2.1,0.304788693
CCNL2,0.30512535
VPS53,0.305289923
NAAA,0.305359919
SNHG7,0.305740199
FAM117B,0.305864625
RPL7AP30,0.306272353
TRMT1L,0.306281606
CYB561D1,0.306288303
RP11-260M2.1,0.306325285
TNFRSF1A,0.306350232
RHOU,0.306511911
RP4-625H18.2,0.306633014
BX470102.3,0.306804341
AC010733.5,0.307431562
GABRB3,0.308103527
RP11-351I24.1,0.308400264
RP1-29C18.8,0.309163921
RSRC2,0.309179997
KCNJ1,0.309427363
SP2-AS1,0.309696352
AC109333.10,0.310112089
HCST,0.310215717
PLGLB2,0.310315811
CHP1,0.311069089
RGS17P1,0.311608327
ADAMTS18,0.311999018
MCEE,0.312059251
ARPC3P1,0.312395249
RP11-313P13.4,0.31278651
PADI4,0.312790061
RPLP1P11,0.313026161
MORN1,0.314158265
TRIM29,0.315567108
RPL11,0.315647493
ISOC1,0.315882867
AC007285.6,0.316595368
SPIB,0.316963498
ADGRV1,0.318094404
CTD-2616J11.11,0.318285877
BCAS2,0.318486834
OSER1-AS1,0.318835523
HOXA7,0.319320766
RP11-108M9.4,0.319354986
MXRA5,0.319586978
RP11-253E3.3,0.320245602
COL8A1,0.321305549
GLIDR,0.321524404
LINC00662,0.321554297
LINC00239,0.321716255
TMEM126B,0.322279691
TRIM37,0.322708392
FBXO24,0.323690818
C4BPB,0.32380688
RAP2C,0.325431238
TAZ,0.325433589
FAM86EP,0.325452406
SH3GL1P2,0.326408934
CBFA2T2,0.326665439
MAP3K15,0.326884131
EEF1G,0.327176645
MIAT,0.32773808
GPR137B,0.328136934
RHOXF1-AS1,0.328138941
USP3-AS1,0.329103856
GJC3,0.329474715
DUSP15,0.32961962
GPT,0.330594424
RP3-431P23.5,0.330720823
MEFV,0.331040046
ARHGAP29,0.332010536
ERICH3,0.332698641
ZDHHC8P1,0.333358497
PLK5,0.333866395
FLJ37035,0.333887858
CSF3R,0.334226736
AURKAPS1,0.334336698
UBE3D,0.334609483
ADGRF1,0.335070034
TSPAN33,0.335500643
GCC2-AS1,0.335866079
FTH1P12,0.336174692
SLC25A29,0.33624668
WWP2,0.336431587
PIGL,0.336812289
CTD-2012J19.3,0.337143014
ADCK4,0.337433666
RPS7P1,0.33776561
JAK3,0.337884127
CDIPT,0.338344109
RP11-471B22.3,0.338585549
APCDD1L-AS1,0.338661371
SC5D,0.33892185
RP11-22N19.2,0.339610984
ZNF295-AS1,0.34044171
AP2B1,0.341338198
ZNF595,0.34147285
ZNF316,0.341799526
RP4-791M13.3,0.342174158
RP11-762I7.4,0.342745814
RP4-706A16.3,0.344362488
CRTAM,0.344447992
AC114730.3,0.344816708
RP11-816J6.3,0.345712826
MYO1A,0.345970905
IL1RAPL2,0.346568117
ATP7B,0.347484884
CD180,0.347704665
BHLHE40-AS1,0.348558492
AD000671.6,0.348907308
CYP4F26P,0.348999404
TEAD2,0.349393252
PPA2,0.350059995
RP11-64C12.8,0.350421523
SLA2,0.350642594
ANKS6,0.350691252
ZNF653,0.351097263
ENSAP2,0.351281791
RP11-336K24.12,0.352006822
RP11-49O14.2,0.352079792
GOLGA7,0.352658587
CTD-2595P9.4,0.353251302
FAM175B,0.353645416
RPL10P15,0.353753325
HOMER1,0.353953623
LINC01273,0.354437041
RP11-138H8.8,0.354743574
CTC-559E9.6,0.354766544
RP1-267L14.6,0.355049858
ADRA2C,0.355275687
USP44,0.355700107
ZNF566,0.356353396
DNTTIP2,0.357607078
C18orf8,0.357687592
RP11-274B21.10,0.35793687
HSPB1,0.358815651
MSC,0.358952537
OPTN,0.359354017
ADGRG5,0.359757212
DCTN3,0.359835517
STAMBPL1,0.360425225
RP11-131M11.2,0.360537347
CCDC183,0.361250766
RP13-401N8.3,0.362101256
RP11-468E2.5,0.365480395
RP11-544M22.13,0.366211247
RP11-1152H14.1,0.366411394
ZNF213-AS1,0.366558118
DND1P1,0.366956439
ATP5F1,0.367061426
C3orf17,0.367063957
LIMS3,0.3675344
NCF1,0.367673074
CCL13,0.369228802
FAM149B1,0.36936379
FAM163A,0.369828108
GNB2L1,0.370321591
RP11-483I13.5,0.370437044
ITGAV,0.3707967
TRIM5,0.370919334
ASAP1-IT2,0.371128816
ACER1,0.371442701
FKBP9,0.371956696
NTF4,0.37322656
GLYATL2,0.373723123
CA4,0.373723818
B3GALT4,0.374585052
IFNGR1,0.374806277
SLC47A1,0.376557763
BZW1,0.376684066
DNAJB2,0.376892604
CDK11A,0.377713181
FABP3,0.377861204
RP11-283G6.4,0.378271004
TUBA8,0.378554417
CHADL,0.379199307
ZMYM6NB,0.379923569
DMRTA1,0.380503515
HAS2,0.380546617
ITPRIPL2,0.381626631
CCDC144CP,0.381865841
RP11-341D18.7,0.382316975
C9orf85,0.382842194
FAM133B,0.383419641
EML5,0.383454525
LRRC37A3,0.383750251
SATB2,0.384566436
L3MBTL3,0.384680199
RP1-197B17.3,0.386849621
GPR1,0.387144282
CXCR3,0.387490627
ZNF830,0.387503143
NPIPB11,0.388287219
CH17-302M23.1,0.38908515
COX7C,0.389429609
LINC01268,0.390433681
TUBBP10,0.390672968
ITGA6,0.391687279
LINC00652,0.392574776
GEMIN4,0.392971299
RP11-330H6.6,0.393136404
RAB6A,0.393227383
RP11-265N7.1,0.393363618
RIPK3,0.393410785
TSG101,0.393643778
TPCN2,0.394281491
ZNF718,0.394493845
AC001226.7,0.394530832
GPBP1,0.394939484
SLC18B1,0.395392217
B4GALNT3,0.395801751
PRSS36,0.396461464
RIT1,0.396797632
TSNARE1,0.397406788
RP11-473I1.9,0.397498585
LINC00869,0.398333186
GDI1,0.398438492
PTPN12,0.399100784
AC011899.9,0.400909635
RSAD1,0.401082433
CEACAM1,0.401457145
CLNK,0.401678471
CTC-492K19.4,0.402152268
TAS1R1,0.402383098
RP5-1091N2.9,0.403642461
RP11-109D9.4,0.404059727
ATP8B5P,0.40429653
CTH,0.404328159
RPS4XP6,0.404395312
ATG4A,0.404661795
SMAD5-AS1,0.404820706
CTC-550B14.7,0.404991796
ZNF112,0.40601747
DEPDC5,0.4065432
PBX2P1,0.406672679
RP11-23F23.2,0.407067152
MICU2,0.407319028
NOTCH2NL,0.408202789
GNPAT,0.408280838
RP11-44N11.3,0.40871753
CTB-113P19.5,0.408988625
ZNF182,0.409174651
ZIK1,0.409551648
NINL,0.409768429
RP11-295K3.1,0.410203996
EGOT,0.410489067
RSPH10B2,0.410504656
ACIN1,0.410771223
CTC-251I16.1,0.413322396
AC000089.3,0.413519898
MT-ND4,0.413737486
RP11-548H18.2,0.413737597
NUBP1,0.41406473
NAPA,0.414562644
DNAJB1,0.4145863
UNC5A,0.414763496
CTD-3203P2.1,0.415055886
NTN5,0.415436585
RP11-250B2.6,0.415918324
LRP5,0.416147132
ZCCHC9,0.416500951
KLF5,0.417134937
TWSG1,0.41750578
FABP5,0.417681222
RP11-120K19.4,0.418633917
RP11-270C12.3,0.418770745
EIF3J,0.419237475
SERF1A,0.419530519
ZNF571-AS1,0.420240461
RP11-100N21.1,0.42029183
AC008074.3,0.421470135
RP5-1142J19.1,0.422965088
ARMC10P1,0.423254964
GALNT10,0.423588169
RP11-395A13.2,0.424094476
TMCC2,0.42420555
RP13-270P17.3,0.424479197
ADAM20P1,0.424766485
ZNF18,0.425223599
ZFR2,0.426726387
PTPRE,0.426743839
CTB-129P6.4,0.426751966
AC002066.1,0.426771556
IRX6,0.427455069
AC010883.5,0.427559465
SLMO1,0.427755328
RP11-119F7.5,0.429607856
TTLL10-AS1,0.43167088
RP11-378A13.2,0.431748597
SNRPCP3,0.431808767
RALGAPB,0.431984055
KCNRG,0.432731247
BMP1,0.432819868
PTER,0.432866033
DDX21,0.433579373
RP11-108M9.5,0.433803064
DOK3,0.434034473
NDUFV2-AS1,0.435126733
CTD-2083E4.6,0.43514422
SNAP29,0.435667952
C2orf54,0.435894861
MCM3AP-AS1,0.436149797
CXCL8,0.436561184
DCAF11,0.436782859
RNASE2,0.436993661
RP11-401L13.4,0.437133453
MSL1,0.438092108
RP11-973H7.1,0.438201077
DDX51,0.438265859
CTD-2302E22.5,0.438333737
RANP1,0.438883071
ATP11B,0.439503651
AC104809.4,0.439758806
RP11-723J4.3,0.440025997
HSPD1P1,0.440140455
CTSL,0.440428044
CCDC88B,0.441219387
ZNF518A,0.441568526
HOXA4,0.442219287
PSMD1,0.443829373
PAF1,0.444390192
BRWD3,0.444664277
RP11-180C16.1,0.444676078
COL1A2,0.444817431
PDHA1,0.444888661
WASH2P,0.444899151
ARFGEF3,0.446039076
C11orf87,0.4471696
RP11-876N24.3,0.447750398
RP11-15H20.6,0.448060513
RP11-609N14.4,0.449181706
SIAE,0.449865781
TRGV5,0.45077051
ANKRD20A3,0.45098819
AGER,0.45131293
PCBP1,0.452471787
RP11-864J10.4,0.452534124
ERBB4,0.453044215
CD164,0.453067943
SNX30,0.4536654
RP1-206D15.6,0.453738923
RP11-435O5.4,0.453940084
KIAA1407,0.453950139
ANKRD10,0.454823115
ARHGAP30,0.455001577
RDH14,0.455392463
TMEM155,0.455864988
TIGAR,0.456028582
ANKRD61,0.457104554
ELAC2,0.45717158
STEAP3-AS1,0.457297798
PRLR,0.458213767
MFSD2A,0.458915748
AHCTF1,0.459216752
B3GNT7,0.460259699
LA16c-329F2.2,0.460382497
GS1-166A23.2,0.460736143
ORC3,0.460775389
HMHA1,0.461088601
FPR2,0.46128433
SLC39A13,0.462702608
MRPL46,0.462718371
PLA2G4F,0.463187958
ZNF416,0.463203488
CPSF3L,0.463547362
GOLGA2P5,0.464386613
LNX2,0.4648261
RP11-65J21.3,0.464862672
FCRLA,0.465159109
REXO1,0.465584615
FMNL1,0.465658704
CHODL,0.46664225
TPGS1,0.466940093
ZFP90,0.467317975
LIX1,0.467435205
XBP1P1,0.468588333
SETP14,0.469076824
HIGD1A,0.469390974
AC003991.3,0.469409345
TRIM6,0.469507988
RAB6C-AS1,0.4702751
TUBD1,0.470712628
FADS3,0.47073551
TMEM158,0.47144504
TREML1,0.471561347
TM2D1,0.471622982
UBR7,0.471845542
PAPOLA,0.472677185
ARCN1,0.473743997
PSMD5,0.474736057
ZNF311,0.475467045
BNIP3,0.476093916
RP11-499E18.1,0.476539366
CTD-2349P21.3,0.476948821
RP11-247C2.2,0.476982097
PMM1,0.477219715
RP5-827C21.4,0.477343187
IGLV8-61,0.477748761
PTPRCAP,0.479345402
IFIT5,0.480217195
MAL,0.480486322
COG6,0.48066139
ADGRG6,0.48138577
CTA-243E7.1,0.482138671
POLR2J3,0.483436741
ZNF740,0.484557806
CTD-3060P21.1,0.484755693
FAM78B,0.485182209
RP11-304L19.3,0.485295828
REPS2,0.485572176
MYH10,0.48567021
CNOT8,0.485963279
TPTE2,0.486058096
RP11-545M17.3,0.486171728
MBOAT1,0.486178835
NDUFAF1,0.486660351
RP11-796E2.4,0.48672714
DUSP14,0.487407437
C1orf56,0.487629086
RP11-61I13.3,0.48793923
HOMEZ,0.489415168
RP11-386M24.4,0.489479294
SLC25A44,0.489755155
GCNT2,0.490038637
SGK494,0.49014978
LILRA6,0.490701967
WFDC13,0.492172885
RFK,0.492360457
METTL17,0.49241229
RP11-44F21.5,0.492576703
CTD-2639E6.9,0.493262268
RP11-133K1.12,0.493979493
MMP17,0.494072825
HDAC6,0.494211176
RP11-247I13.11,0.494340595
KCNK7,0.494812744
AFG3L1P,0.495241909
ADNP-AS1,0.495958512
U2AF1,0.495993567
TMEM59,0.496148054
AC003075.4,0.496244978
CSF2RB,0.497046437
LINC00339,0.498229198
ADORA2B,0.49836409
SOX2-OT,0.498372995
FICD,0.498380442
ERMN,0.498899404
FUT9,0.499244188
CACNA1D,0.500212531
RP11-460E7.8,0.501444156
PHRF1,0.501716114
PPFIBP2,0.501768462
IFNAR1,0.501822625
RP11-528I4.2,0.501868121
ZNF234,0.502114347
RAB20,0.502345427
RPL17-C18orf32,0.502929303
RP11-388P9.2,0.502985189
CTD-2619J13.27,0.504512681
CCSER1,0.505811405
BEX5,0.505904248
SPINK2,0.507264852
PTOV1-AS2,0.507351669
AIFM2,0.507406393
TAC4,0.508184005
RP11-285F7.2,0.508592176
ZFP82,0.5092086
RP11-815J4.6,0.50965902
TMED6,0.509732038
RP11-101E13.5,0.509737255
HCG27,0.510335251
RP5-1160K1.6,0.510710204
PTPRT,0.510949527
UCN,0.511459162
RIIAD1,0.51162933
ZBTB7B,0.511852414
RP11-700A24.1,0.512171971
HLA-DOB,0.512445773
CYSRT1,0.512466261
SNHG21,0.513051849
AC005224.2,0.513268882
MIR155HG,0.513514165
RP11-74E22.3,0.513552029
RP11-93I21.3,0.513822408
CTD-2517M22.14,0.51433171
GNGT2,0.514580027
BTNL8,0.514898013
SNX20,0.515399021
RP11-278C7.5,0.515823683
AKAP8L,0.515954093
RFX1,0.516199909
GDF15,0.516551584
RP11-348P10.2,0.516672985
AIM1L,0.517569681
RP11-178L8.4,0.517692733
RP11-285J16.1,0.518110783
RPS7P10,0.518290087
COG8,0.518329727
ZNF512B,0.518360176
RP11-131L23.1,0.518559206
MXRA5Y,0.519010435
MT-ND4L,0.519329444
HS3ST6,0.519339297
AP000476.1,0.519504962
CDKN1B,0.519576913
CCL15,0.520159351
PCBP1-AS1,0.520351437
SEC24C,0.520386687
CYP26B1,0.520503845
UNC93B3,0.520602439
CH507-513H4.3,0.521022641
CH507-513H4.4,0.521022641
CH507-513H4.6,0.521022641
LRRC37BP1,0.521668415
RPS6KA6,0.521669683
CASC11,0.521711946
SYT6,0.521729967
RPL34P34,0.521998634
GCSAM,0.522083491
RP1-257I20.14,0.522369863
IGHM,0.522670126
IL1RN,0.523636608
RP11-989E6.13,0.524103137
CD44,0.524757632
FAM209A,0.524956359
ZKSCAN5,0.525554869
RP11-262H14.4,0.525677085
NF1,0.526340798
RP11-88G17.6,0.526959857
POLR2C,0.527575709
RP11-43F13.4,0.527929048
EIF4A1P2,0.528121648
RP11-329N15.3,0.528329897
CD84,0.529024449
RP11-843B15.4,0.529378379
ABHD12B,0.529756992
RP11-20I23.13,0.529859833
RP11-17G12.2,0.530391614
KRT18P63,0.530953888
RHOBTB2,0.531353736
RP1-136B1.1,0.531564906
SZRD1,0.531850547
LINC01564,0.532540756
RP11-365O16.6,0.532684655
MR1,0.533910754
SAXO2,0.534465863
CD300C,0.534570069
AKR1C2,0.535462975
RP11-102M11.1,0.536074642
